Instância,Conjunto de Soluções Mínimas (Ordenadas por dR)
kroAxkroB100,"(136151, 156738)","(149734, 147868)","(155920, 144455)"
kroAxkroC100,"(149754, 177578)","(151681, 167698)","(155590, 162287)","(155698, 158292)","(156676, 153572)","(160216, 152502)","(165627, 146694)"
kroAxkroD100,"(147151, 155119)","(147538, 150517)","(156690, 145396)","(169019, 142064)","(182115, 137058)"
kroBxkroC100,"(141319, 155402)","(159026, 149840)","(164152, 148273)"
kroBxkroD100,"(146408, 173925)","(148497, 161679)","(150413, 161455)","(151043, 156908)","(155074, 152584)","(158116, 148084)","(160374, 147855)","(163405, 146900)","(171202, 143777)","(172331, 137604)"
kroCxkroD100,"(146525, 170424)","(149991, 163742)","(150547, 161115)","(150734, 158761)","(152088, 157190)","(153148, 156531)","(153860, 155779)","(154080, 143084)"
kroAxkroB150,"(225804, 249099)","(234949, 237118)","(247981, 236519)","(249000, 235988)","(250287, 235346)","(250642, 226135)"
